freq,psd,channel,stem,participant,condition
7.0,2.714078537564171,Fz,7104 amo,7104,amo
7.5,2.393186261675314,Fz,7104 amo,7104,amo
8.0,2.4890379454935876,Fz,7104 amo,7104,amo
8.5,2.529947161233807,Fz,7104 amo,7104,amo
9.0,2.6618420842654507,Fz,7104 amo,7104,amo
9.5,2.3439821984417963,Fz,7104 amo,7104,amo
10.0,1.899525497208469,Fz,7104 amo,7104,amo
10.5,2.0549914717574267,Fz,7104 amo,7104,amo
11.0,2.087399893521767,Fz,7104 amo,7104,amo
11.5,1.8157851459601146,Fz,7104 amo,7104,amo
12.0,1.554449840132677,Fz,7104 amo,7104,amo
12.5,2.3059258677984786,Fz,7104 amo,7104,amo
13.0,1.437532239667601,Fz,7104 amo,7104,amo
13.5,1.3005741502131245,Fz,7104 amo,7104,amo
14.0,1.2646390264234326,Fz,7104 amo,7104,amo
14.5,1.0669363732158021,Fz,7104 amo,7104,amo
15.0,0.9727123587900236,Fz,7104 amo,7104,amo
15.5,1.0692482896751379,Fz,7104 amo,7104,amo
16.0,1.140712779037632,Fz,7104 amo,7104,amo
16.5,1.1150788099405493,Fz,7104 amo,7104,amo
17.0,1.0025120353458838,Fz,7104 amo,7104,amo
17.5,0.9409723464015044,Fz,7104 amo,7104,amo
18.0,1.1470285612733289,Fz,7104 amo,7104,amo
18.5,2.0187837013631547,Fz,7104 amo,7104,amo
19.0,1.3078480994630761,Fz,7104 amo,7104,amo
19.5,0.9875046329672152,Fz,7104 amo,7104,amo
20.0,0.9545189864974046,Fz,7104 amo,7104,amo
20.5,0.9216837785982837,Fz,7104 amo,7104,amo
21.0,1.0799345828462734,Fz,7104 amo,7104,amo
21.5,1.0838048924545862,Fz,7104 amo,7104,amo
22.0,1.0475610591729672,Fz,7104 amo,7104,amo
22.5,0.9601166816019218,Fz,7104 amo,7104,amo
23.0,0.9879420805088033,Fz,7104 amo,7104,amo
23.5,0.9846542402661292,Fz,7104 amo,7104,amo
24.0,1.0739206346193202,Fz,7104 amo,7104,amo
24.5,1.161945048119306,Fz,7104 amo,7104,amo
25.0,0.9017393308943958,Fz,7104 amo,7104,amo
25.5,0.8821242455981418,Fz,7104 amo,7104,amo
26.0,0.8591613209453812,Fz,7104 amo,7104,amo
26.5,0.8663635548777876,Fz,7104 amo,7104,amo
27.0,0.7945170504675925,Fz,7104 amo,7104,amo
27.5,0.7582642179043753,Fz,7104 amo,7104,amo
28.0,0.8259313686433284,Fz,7104 amo,7104,amo
28.5,0.8872657270608858,Fz,7104 amo,7104,amo
29.0,0.8269956113865972,Fz,7104 amo,7104,amo
29.5,0.7048415273913554,Fz,7104 amo,7104,amo
30.0,0.6350619689904966,Fz,7104 amo,7104,amo
30.5,0.6476725151949492,Fz,7104 amo,7104,amo
31.0,0.6606476304394346,Fz,7104 amo,7104,amo
31.5,0.6873026625542309,Fz,7104 amo,7104,amo
32.0,0.6495829147493952,Fz,7104 amo,7104,amo
32.5,0.6136830279255076,Fz,7104 amo,7104,amo
33.0,0.6887613129815394,Fz,7104 amo,7104,amo
33.5,0.7183443014785172,Fz,7104 amo,7104,amo
34.0,0.715874460682879,Fz,7104 amo,7104,amo
34.5,0.7190171709638046,Fz,7104 amo,7104,amo
35.0,0.66413550944672,Fz,7104 amo,7104,amo
35.5,0.642553202361829,Fz,7104 amo,7104,amo
36.0,0.6239562110084473,Fz,7104 amo,7104,amo
36.5,0.6819512854659032,Fz,7104 amo,7104,amo
37.0,0.6135363132390652,Fz,7104 amo,7104,amo
37.5,0.6191043279867575,Fz,7104 amo,7104,amo
38.0,0.7006514731288404,Fz,7104 amo,7104,amo
38.5,0.5734441623611825,Fz,7104 amo,7104,amo
39.0,0.6118422646849745,Fz,7104 amo,7104,amo
39.5,0.6137741040794382,Fz,7104 amo,7104,amo
40.0,0.6110270089355035,Fz,7104 amo,7104,amo
1.0,44.518320661160224,Pz,7104 amo,7104,amo
1.5,25.263854274381934,Pz,7104 amo,7104,amo
2.0,16.006341642345205,Pz,7104 amo,7104,amo
2.5,10.648493505878447,Pz,7104 amo,7104,amo
3.0,7.8984231346200025,Pz,7104 amo,7104,amo
3.5,5.9296871675447855,Pz,7104 amo,7104,amo
4.0,4.4875281496077895,Pz,7104 amo,7104,amo
4.5,4.3790249871006015,Pz,7104 amo,7104,amo
5.0,3.715204914606214,Pz,7104 amo,7104,amo
5.5,2.952479059228063,Pz,7104 amo,7104,amo
6.0,2.494185553129479,Pz,7104 amo,7104,amo
6.5,2.3447540997493057,Pz,7104 amo,7104,amo
7.0,2.173229404050804,Pz,7104 amo,7104,amo
7.5,2.2244459920232353,Pz,7104 amo,7104,amo
8.0,2.0794957347186185,Pz,7104 amo,7104,amo
8.5,1.8642038089825488,Pz,7104 amo,7104,amo
9.0,1.9251070505145191,Pz,7104 amo,7104,amo
9.5,2.303317979780716,Pz,7104 amo,7104,amo
10.0,3.1240290588085884,Pz,7104 amo,7104,amo
10.5,3.3716627865080886,Pz,7104 amo,7104,amo
11.0,2.501854184565949,Pz,7104 amo,7104,amo
11.5,1.888738740435786,Pz,7104 amo,7104,amo
12.0,1.7892994779059668,Pz,7104 amo,7104,amo
12.5,1.8716850564633094,Pz,7104 amo,7104,amo
13.0,1.6070830187927692,Pz,7104 amo,7104,amo
13.5,1.3861062050732826,Pz,7104 amo,7104,amo
14.0,1.373929277215801,Pz,7104 amo,7104,amo
14.5,1.2581245370317102,Pz,7104 amo,7104,amo
15.0,1.2083631202525673,Pz,7104 amo,7104,amo
15.5,1.185307160162694,Pz,7104 amo,7104,amo
16.0,1.1017825196159206,Pz,7104 amo,7104,amo
16.5,1.1031347868413361,Pz,7104 amo,7104,amo
17.0,1.0632633117137873,Pz,7104 amo,7104,amo
17.5,1.0203274378095042,Pz,7104 amo,7104,amo
18.0,1.0380291016284107,Pz,7104 amo,7104,amo
18.5,1.2422364579707987,Pz,7104 amo,7104,amo
19.0,1.082323060320822,Pz,7104 amo,7104,amo
19.5,0.9704175017534369,Pz,7104 amo,7104,amo
20.0,0.946271980698598,Pz,7104 amo,7104,amo
20.5,0.9397255023939574,Pz,7104 amo,7104,amo
21.0,0.9395362407640002,Pz,7104 amo,7104,amo
21.5,0.8931565617610855,Pz,7104 amo,7104,amo
22.0,0.8479727420849603,Pz,7104 amo,7104,amo
22.5,0.8463565959168712,Pz,7104 amo,7104,amo
23.0,0.8147982417486591,Pz,7104 amo,7104,amo
23.5,0.7809728160593918,Pz,7104 amo,7104,amo
24.0,0.801601661630274,Pz,7104 amo,7104,amo
24.5,0.8095966238813473,Pz,7104 amo,7104,amo
25.0,0.689260083868502,Pz,7104 amo,7104,amo
25.5,0.7345073148792992,Pz,7104 amo,7104,amo
26.0,0.7367081203452275,Pz,7104 amo,7104,amo
26.5,0.6784995949693575,Pz,7104 amo,7104,amo
27.0,0.6310345824474776,Pz,7104 amo,7104,amo
27.5,0.6119908549753694,Pz,7104 amo,7104,amo
28.0,0.607480405350213,Pz,7104 amo,7104,amo
28.5,0.5922513742072641,Pz,7104 amo,7104,amo
29.0,0.5662503313172197,Pz,7104 amo,7104,amo
29.5,0.5230266715670017,Pz,7104 amo,7104,amo
30.0,0.537048684187527,Pz,7104 amo,7104,amo
30.5,0.486413855465055,Pz,7104 amo,7104,amo
31.0,0.5314764944243741,Pz,7104 amo,7104,amo
31.5,0.5530040301003419,Pz,7104 amo,7104,amo
32.0,0.4812288103801844,Pz,7104 amo,7104,amo
32.5,0.4842845053403925,Pz,7104 amo,7104,amo
33.0,0.48018804089348766,Pz,7104 amo,7104,amo
33.5,0.43748342310277194,Pz,7104 amo,7104,amo
34.0,0.4295047669696109,Pz,7104 amo,7104,amo
34.5,0.49581775206673523,Pz,7104 amo,7104,amo
35.0,0.49502503530904274,Pz,7104 amo,7104,amo
35.5,0.45460127484552004,Pz,7104 amo,7104,amo
36.0,0.46034215259343586,Pz,7104 amo,7104,amo
36.5,0.42912416953261,Pz,7104 amo,7104,amo
37.0,0.4262166765130516,Pz,7104 amo,7104,amo
37.5,0.45482123163980703,Pz,7104 amo,7104,amo
38.0,0.5066951498676654,Pz,7104 amo,7104,amo
38.5,0.4671133905706401,Pz,7104 amo,7104,amo
39.0,0.4364441594825736,Pz,7104 amo,7104,amo
39.5,0.4181299133598967,Pz,7104 amo,7104,amo
40.0,0.41163764444886325,Pz,7104 amo,7104,amo
1.0,81.79445937393665,Fz,7104 aut,7104,aut
1.5,41.24487376949425,Fz,7104 aut,7104,aut
2.0,17.124640973624516,Fz,7104 aut,7104,aut
2.5,9.610011036456946,Fz,7104 aut,7104,aut
3.0,10.110472127203085,Fz,7104 aut,7104,aut
3.5,8.689106768706177,Fz,7104 aut,7104,aut
4.0,7.04899645099391,Fz,7104 aut,7104,aut
4.5,5.422737039136874,Fz,7104 aut,7104,aut
5.0,4.178975580737894,Fz,7104 aut,7104,aut
5.5,4.280584247200594,Fz,7104 aut,7104,aut
6.0,4.76699193505884,Fz,7104 aut,7104,aut
6.5,4.161275023256549,Fz,7104 aut,7104,aut
7.0,2.9790688350331114,Fz,7104 aut,7104,aut
7.5,2.60034206115472,Fz,7104 aut,7104,aut
8.0,2.7696785661707803,Fz,7104 aut,7104,aut
8.5,2.872197170496006,Fz,7104 aut,7104,aut
9.0,2.8525176154492127,Fz,7104 aut,7104,aut
9.5,2.574587970195619,Fz,7104 aut,7104,aut
10.0,2.39489548995321,Fz,7104 aut,7104,aut
10.5,2.710011151371845,Fz,7104 aut,7104,aut
11.0,2.9025352291883544,Fz,7104 aut,7104,aut
11.5,2.587665688012534,Fz,7104 aut,7104,aut
12.0,1.9183834694199968,Fz,7104 aut,7104,aut
12.5,2.25219096957283,Fz,7104 aut,7104,aut
13.0,1.5307697568622607,Fz,7104 aut,7104,aut
13.5,1.597991635460278,Fz,7104 aut,7104,aut
14.0,1.55450859464412,Fz,7104 aut,7104,aut
14.5,1.3251224192824467,Fz,7104 aut,7104,aut
15.0,1.1349270972437537,Fz,7104 aut,7104,aut
15.5,1.3060225296964798,Fz,7104 aut,7104,aut
16.0,1.4791277374100993,Fz,7104 aut,7104,aut
16.5,1.5148502869193037,Fz,7104 aut,7104,aut
17.0,1.3042266083484595,Fz,7104 aut,7104,aut
17.5,1.1781357347995878,Fz,7104 aut,7104,aut
18.0,1.2974067563064018,Fz,7104 aut,7104,aut
18.5,1.8233348938269003,Fz,7104 aut,7104,aut
19.0,1.4783384872399175,Fz,7104 aut,7104,aut
19.5,1.1735886440996717,Fz,7104 aut,7104,aut
20.0,1.0911331482103992,Fz,7104 aut,7104,aut
20.5,1.1729857449864112,Fz,7104 aut,7104,aut
21.0,1.2381191534612586,Fz,7104 aut,7104,aut
21.5,1.297590954664179,Fz,7104 aut,7104,aut
22.0,1.3219988954391997,Fz,7104 aut,7104,aut
22.5,1.2135078800233998,Fz,7104 aut,7104,aut
23.0,1.1619185111232644,Fz,7104 aut,7104,aut
23.5,1.2635568224814857,Fz,7104 aut,7104,aut
24.0,1.242130949130321,Fz,7104 aut,7104,aut
24.5,1.2418233227199995,Fz,7104 aut,7104,aut
25.0,1.1372185524966494,Fz,7104 aut,7104,aut
25.5,1.1453878146553584,Fz,7104 aut,7104,aut
26.0,1.1766275446951016,Fz,7104 aut,7104,aut
26.5,1.1372157075242826,Fz,7104 aut,7104,aut
27.0,1.0326559256127916,Fz,7104 aut,7104,aut
27.5,1.0242340162682129,Fz,7104 aut,7104,aut
28.0,1.0323870192985543,Fz,7104 aut,7104,aut
28.5,1.0461825836576426,Fz,7104 aut,7104,aut
29.0,0.9138609162715033,Fz,7104 aut,7104,aut
29.5,0.8757866125596057,Fz,7104 aut,7104,aut
30.0,0.8644042061657162,Fz,7104 aut,7104,aut
30.5,0.9129951116098548,Fz,7104 aut,7104,aut
31.0,0.9569976654538959,Fz,7104 aut,7104,aut
31.5,0.9440350461365072,Fz,7104 aut,7104,aut
32.0,0.9009010084608959,Fz,7104 aut,7104,aut
32.5,0.8684617319567252,Fz,7104 aut,7104,aut
33.0,0.8481656776896916,Fz,7104 aut,7104,aut
33.5,0.8376218795264827,Fz,7104 aut,7104,aut
34.0,0.8999828515953626,Fz,7104 aut,7104,aut
34.5,0.8586338728619292,Fz,7104 aut,7104,aut
35.0,0.7606534022713568,Fz,7104 aut,7104,aut
35.5,0.7845708497173064,Fz,7104 aut,7104,aut
36.0,0.8321708006158172,Fz,7104 aut,7104,aut
36.5,0.8568799117906737,Fz,7104 aut,7104,aut
37.0,0.811816927167262,Fz,7104 aut,7104,aut
37.5,0.7216310693646543,Fz,7104 aut,7104,aut
38.0,0.8034322948051339,Fz,7104 aut,7104,aut
38.5,0.7643707730571054,Fz,7104 aut,7104,aut
39.0,0.7662434768239322,Fz,7104 aut,7104,aut
39.5,0.7286179959704833,Fz,7104 aut,7104,aut
40.0,0.6970417167336028,Fz,7104 aut,7104,aut
1.0,46.284502439082836,Pz,7104 aut,7104,aut
1.5,27.45558130241894,Pz,7104 aut,7104,aut
2.0,16.12369640473915,Pz,7104 aut,7104,aut
2.5,11.067095254594362,Pz,7104 aut,7104,aut
3.0,8.852872636439749,Pz,7104 aut,7104,aut
3.5,6.140446585763336,Pz,7104 aut,7104,aut
4.0,4.874952490292542,Pz,7104 aut,7104,aut
4.5,4.500536685521286,Pz,7104 aut,7104,aut
5.0,3.8972531007636144,Pz,7104 aut,7104,aut
5.5,3.001975279744229,Pz,7104 aut,7104,aut
6.0,2.6531902914961623,Pz,7104 aut,7104,aut
6.5,2.29827766218208,Pz,7104 aut,7104,aut
7.0,2.012466753711607,Pz,7104 aut,7104,aut
7.5,2.167453215271681,Pz,7104 aut,7104,aut
8.0,2.1782415861831046,Pz,7104 aut,7104,aut
8.5,1.9435196458817707,Pz,7104 aut,7104,aut
9.0,2.4159336143978374,Pz,7104 aut,7104,aut
9.5,3.087412054203925,Pz,7104 aut,7104,aut
10.0,4.062914368481222,Pz,7104 aut,7104,aut
10.5,4.651626989232076,Pz,7104 aut,7104,aut
11.0,3.6647957815272436,Pz,7104 aut,7104,aut
11.5,2.585220178753357,Pz,7104 aut,7104,aut
12.0,1.9564273452767895,Pz,7104 aut,7104,aut
12.5,2.127811762179022,Pz,7104 aut,7104,aut
13.0,1.8198395380992154,Pz,7104 aut,7104,aut
13.5,1.5223745207357926,Pz,7104 aut,7104,aut
14.0,1.3947857792760392,Pz,7104 aut,7104,aut
14.5,1.3056322622980305,Pz,7104 aut,7104,aut
15.0,1.2064520261384035,Pz,7104 aut,7104,aut
15.5,1.2768021570491994,Pz,7104 aut,7104,aut
16.0,1.240340341695162,Pz,7104 aut,7104,aut
16.5,1.1119290425470345,Pz,7104 aut,7104,aut
17.0,1.2147190506253298,Pz,7104 aut,7104,aut
17.5,1.2050457521121922,Pz,7104 aut,7104,aut
18.0,1.0740674521654479,Pz,7104 aut,7104,aut
18.5,1.3250511089972445,Pz,7104 aut,7104,aut
19.0,1.168586174660078,Pz,7104 aut,7104,aut
19.5,1.0096958857135596,Pz,7104 aut,7104,aut
20.0,0.9942941827714079,Pz,7104 aut,7104,aut
20.5,1.0827911922116,Pz,7104 aut,7104,aut
21.0,1.0380166652869471,Pz,7104 aut,7104,aut
21.5,1.0135030226254482,Pz,7104 aut,7104,aut
22.0,1.0319994717574854,Pz,7104 aut,7104,aut
22.5,0.8869557579957221,Pz,7104 aut,7104,aut
23.0,0.8103461618205278,Pz,7104 aut,7104,aut
23.5,0.8567633079543485,Pz,7104 aut,7104,aut
24.0,0.8348834548850217,Pz,7104 aut,7104,aut
24.5,0.89528291615784,Pz,7104 aut,7104,aut
25.0,0.7701094544973082,Pz,7104 aut,7104,aut
25.5,0.7554841129606507,Pz,7104 aut,7104,aut
26.0,0.785730556942468,Pz,7104 aut,7104,aut
26.5,0.7261695481966369,Pz,7104 aut,7104,aut
27.0,0.7200542594697064,Pz,7104 aut,7104,aut
27.5,0.6582945762136018,Pz,7104 aut,7104,aut
28.0,0.5912528054971147,Pz,7104 aut,7104,aut
28.5,0.5869509481011047,Pz,7104 aut,7104,aut
29.0,0.5771776511514487,Pz,7104 aut,7104,aut
29.5,0.574073059572784,Pz,7104 aut,7104,aut
30.0,0.5834606775616101,Pz,7104 aut,7104,aut
30.5,0.5336139366609911,Pz,7104 aut,7104,aut
31.0,0.5078768168210224,Pz,7104 aut,7104,aut
31.5,0.48995551207299626,Pz,7104 aut,7104,aut
32.0,0.4991040793517453,Pz,7104 aut,7104,aut
32.5,0.491042702564222,Pz,7104 aut,7104,aut
33.0,0.48651322559518195,Pz,7104 aut,7104,aut
33.5,0.49536475873670693,Pz,7104 aut,7104,aut
34.0,0.5198695533422945,Pz,7104 aut,7104,aut
34.5,0.47018529109436324,Pz,7104 aut,7104,aut
35.0,0.5058207396381929,Pz,7104 aut,7104,aut
35.5,0.4819186540630697,Pz,7104 aut,7104,aut
36.0,0.43629595415350575,Pz,7104 aut,7104,aut
36.5,0.45468700257737116,Pz,7104 aut,7104,aut
37.0,0.4596661281162024,Pz,7104 aut,7104,aut
37.5,0.49420578228499806,Pz,7104 aut,7104,aut
38.0,0.5230121780400331,Pz,7104 aut,7104,aut
38.5,0.469349270483569,Pz,7104 aut,7104,aut
39.0,0.42819610656571744,Pz,7104 aut,7104,aut
39.5,0.4088049719993931,Pz,7104 aut,7104,aut
40.0,0.4131110658255453,Pz,7104 aut,7104,aut
1.0,418.1911932919321,Fz,7105 amo,7105,amo
1.5,170.79725405272458,Fz,7105 amo,7105,amo
2.0,46.31951593833128,Fz,7105 amo,7105,amo
2.5,18.80337072219026,Fz,7105 amo,7105,amo
3.0,21.601553343825778,Fz,7105 amo,7105,amo
3.5,21.016388677054525,Fz,7105 amo,7105,amo
4.0,15.329058719823868,Fz,7105 amo,7105,amo
4.5,10.407329895752234,Fz,7105 amo,7105,amo
5.0,10.802244841640912,Fz,7105 amo,7105,amo
5.5,16.021185934493094,Fz,7105 amo,7105,amo
6.0,18.537743511634776,Fz,7105 amo,7105,amo
6.5,14.118145671992355,Fz,7105 amo,7105,amo
7.0,8.689699586963426,Fz,7105 amo,7105,amo
7.5,6.414528073626569,Fz,7105 amo,7105,amo
8.0,7.943977294458947,Fz,7105 amo,7105,amo
8.5,9.477146051564782,Fz,7105 amo,7105,amo
9.0,9.255247634177477,Fz,7105 amo,7105,amo
9.5,6.14472519220839,Fz,7105 amo,7105,amo
10.0,4.205184094832822,Fz,7105 amo,7105,amo
10.5,5.633529389575907,Fz,7105 amo,7105,amo
11.0,7.874065774832857,Fz,7105 amo,7105,amo
11.5,7.959500134670429,Fz,7105 amo,7105,amo
12.0,4.706421361564626,Fz,7105 amo,7105,amo
12.5,2.83161221545251,Fz,7105 amo,7105,amo
13.0,2.6726971287141525,Fz,7105 amo,7105,amo
13.5,3.4161885321870704,Fz,7105 amo,7105,amo
14.0,3.1104304101610043,Fz,7105 amo,7105,amo
14.5,1.8598191644841389,Fz,7105 amo,7105,amo
15.0,1.3178874607949547,Fz,7105 amo,7105,amo
15.5,1.874026874111055,Fz,7105 amo,7105,amo
16.0,2.8657399193582327,Fz,7105 amo,7105,amo
16.5,2.89680393241843,Fz,7105 amo,7105,amo
17.0,2.0857535565278007,Fz,7105 amo,7105,amo
17.5,1.1642129371612802,Fz,7105 amo,7105,amo
18.0,1.024959737671653,Fz,7105 amo,7105,amo
18.5,1.5080455299368893,Fz,7105 amo,7105,amo
19.0,1.5710410549234481,Fz,7105 amo,7105,amo
19.5,1.2179954534915662,Fz,7105 amo,7105,amo
20.0,0.8159175056110961,Fz,7105 amo,7105,amo
20.5,0.9962207896742743,Fz,7105 amo,7105,amo
21.0,1.339660450813394,Fz,7105 amo,7105,amo
21.5,1.3423315276052228,Fz,7105 amo,7105,amo
22.0,0.9742551791390615,Fz,7105 amo,7105,amo
22.5,0.6914090796732303,Fz,7105 amo,7105,amo
23.0,0.8560785689562915,Fz,7105 amo,7105,amo
23.5,1.2418919465569433,Fz,7105 amo,7105,amo
24.0,1.2876655046476333,Fz,7105 amo,7105,amo
24.5,0.9906581093633124,Fz,7105 amo,7105,amo
25.0,0.6863964613671607,Fz,7105 amo,7105,amo
25.5,0.6231243882905152,Fz,7105 amo,7105,amo
26.0,0.8132390157651558,Fz,7105 amo,7105,amo
26.5,0.8190703071886621,Fz,7105 amo,7105,amo
27.0,0.6017641945132262,Fz,7105 amo,7105,amo
27.5,0.49899450623851827,Fz,7105 amo,7105,amo
28.0,0.6462469865013007,Fz,7105 amo,7105,amo
28.5,0.866411866944359,Fz,7105 amo,7105,amo
29.0,0.8791846965233672,Fz,7105 amo,7105,amo
29.5,0.5812155630083713,Fz,7105 amo,7105,amo
30.0,0.3765640708144862,Fz,7105 amo,7105,amo
30.5,0.5337981792394553,Fz,7105 amo,7105,amo
31.0,0.8315426378905265,Fz,7105 amo,7105,amo
31.5,0.8647511373270085,Fz,7105 amo,7105,amo
32.0,0.6058701905223945,Fz,7105 amo,7105,amo
32.5,0.3420922871771813,Fz,7105 amo,7105,amo
33.0,0.35989086638289924,Fz,7105 amo,7105,amo
33.5,0.5359877759643429,Fz,7105 amo,7105,amo
34.0,0.5726599866511188,Fz,7105 amo,7105,amo
34.5,0.41991335248381534,Fz,7105 amo,7105,amo
35.0,0.29073841303295755,Fz,7105 amo,7105,amo
35.5,0.4263240902228537,Fz,7105 amo,7105,amo
36.0,0.6022637243285087,Fz,7105 amo,7105,amo
36.5,0.664157860550054,Fz,7105 amo,7105,amo
37.0,0.5008402102531458,Fz,7105 amo,7105,amo
37.5,0.2847333141548752,Fz,7105 amo,7105,amo
38.0,0.25797267542697455,Fz,7105 amo,7105,amo
38.5,0.387455715884753,Fz,7105 amo,7105,amo
39.0,0.47022797413495176,Fz,7105 amo,7105,amo
39.5,0.39112682512468894,Fz,7105 amo,7105,amo
40.0,0.2595595577366314,Fz,7105 amo,7105,amo
1.0,93.17181377333144,Pz,7105 amo,7105,amo
1.5,61.92750664762618,Pz,7105 amo,7105,amo
2.0,45.812953082109566,Pz,7105 amo,7105,amo
2.5,31.113782830010443,Pz,7105 amo,7105,amo
3.0,21.610559676306412,Pz,7105 amo,7105,amo
3.5,16.510224923560667,Pz,7105 amo,7105,amo
4.0,12.224568100595128,Pz,7105 amo,7105,amo
4.5,9.324679866256524,Pz,7105 amo,7105,amo
5.0,6.620148181960474,Pz,7105 amo,7105,amo
5.5,5.10964486831503,Pz,7105 amo,7105,amo
6.0,4.369952451826334,Pz,7105 amo,7105,amo
6.5,4.154943320329111,Pz,7105 amo,7105,amo
7.0,4.150480135038246,Pz,7105 amo,7105,amo
7.5,3.8251486616738606,Pz,7105 amo,7105,amo
8.0,3.3047417798054144,Pz,7105 amo,7105,amo
8.5,3.405608742965313,Pz,7105 amo,7105,amo
9.0,3.724155036501043,Pz,7105 amo,7105,amo
9.5,3.860702676997756,Pz,7105 amo,7105,amo
10.0,4.889628275438209,Pz,7105 amo,7105,amo
10.5,5.552910690360489,Pz,7105 amo,7105,amo
11.0,4.761141678573792,Pz,7105 amo,7105,amo
11.5,3.413433094298628,Pz,7105 amo,7105,amo
12.0,2.4903002486779697,Pz,7105 amo,7105,amo
12.5,2.1041240645029,Pz,7105 amo,7105,amo
13.0,1.780569644922535,Pz,7105 amo,7105,amo
13.5,1.5876295662550528,Pz,7105 amo,7105,amo
14.0,1.3371461269400648,Pz,7105 amo,7105,amo
14.5,1.0899032787451182,Pz,7105 amo,7105,amo
15.0,1.084605835040435,Pz,7105 amo,7105,amo
15.5,1.0406932357199463,Pz,7105 amo,7105,amo
16.0,0.9654949413236522,Pz,7105 amo,7105,amo
16.5,0.8401976536208698,Pz,7105 amo,7105,amo
17.0,0.8814055308083891,Pz,7105 amo,7105,amo
17.5,0.817646496917154,Pz,7105 amo,7105,amo
18.0,0.7929834324827405,Pz,7105 amo,7105,amo
18.5,0.8857488145786052,Pz,7105 amo,7105,amo
19.0,0.6827601109851059,Pz,7105 amo,7105,amo
19.5,0.6235694170421926,Pz,7105 amo,7105,amo
20.0,0.620425890853748,Pz,7105 amo,7105,amo
20.5,0.5997851408807463,Pz,7105 amo,7105,amo
21.0,0.5421559363069879,Pz,7105 amo,7105,amo
21.5,0.5270378528330558,Pz,7105 amo,7105,amo
22.0,0.5478567766188723,Pz,7105 amo,7105,amo
22.5,0.5352284955245041,Pz,7105 amo,7105,amo
23.0,0.5095824151360078,Pz,7105 amo,7105,amo
23.5,0.4865052767988787,Pz,7105 amo,7105,amo
24.0,0.4755695043568261,Pz,7105 amo,7105,amo
24.5,0.4801886493860249,Pz,7105 amo,7105,amo
25.0,0.41876527157211835,Pz,7105 amo,7105,amo
25.5,0.3902550608785432,Pz,7105 amo,7105,amo
26.0,0.3862651964426859,Pz,7105 amo,7105,amo
26.5,0.3914872815132471,Pz,7105 amo,7105,amo
27.0,0.3880078195884861,Pz,7105 amo,7105,amo
27.5,0.39524200091767464,Pz,7105 amo,7105,amo
28.0,0.3975444857646028,Pz,7105 amo,7105,amo
28.5,0.3634978334645672,Pz,7105 amo,7105,amo
29.0,0.34442947813653285,Pz,7105 amo,7105,amo
29.5,0.3278600462298494,Pz,7105 amo,7105,amo
30.0,0.3246611774664126,Pz,7105 amo,7105,amo
30.5,0.31308420262455844,Pz,7105 amo,7105,amo
31.0,0.31934488611928546,Pz,7105 amo,7105,amo
31.5,0.30529306716719257,Pz,7105 amo,7105,amo
32.0,0.3016143550392522,Pz,7105 amo,7105,amo
32.5,0.2884522547785863,Pz,7105 amo,7105,amo
33.0,0.29861139880685433,Pz,7105 amo,7105,amo
33.5,0.26494496760561137,Pz,7105 amo,7105,amo
34.0,0.2608867132902513,Pz,7105 amo,7105,amo
34.5,0.2646872379003837,Pz,7105 amo,7105,amo
35.0,0.28074315093509894,Pz,7105 amo,7105,amo
35.5,0.29409591967832954,Pz,7105 amo,7105,amo
36.0,0.2734031826506252,Pz,7105 amo,7105,amo
36.5,0.2655561284661741,Pz,7105 amo,7105,amo
37.0,0.2421060184731945,Pz,7105 amo,7105,amo
37.5,0.25504276765837586,Pz,7105 amo,7105,amo
38.0,0.30075954393136917,Pz,7105 amo,7105,amo
38.5,0.24230413099672743,Pz,7105 amo,7105,amo
39.0,0.21281708391717197,Pz,7105 amo,7105,amo
39.5,0.22862122429509518,Pz,7105 amo,7105,amo
40.0,0.22892203916245993,Pz,7105 amo,7105,amo
1.0,303.4779202091205,Fz,7105 aut,7105,aut
1.5,144.54928916708272,Fz,7105 aut,7105,aut
2.0,49.042669622504945,Fz,7105 aut,7105,aut
2.5,22.402460346144007,Fz,7105 aut,7105,aut
3.0,22.30786237528647,Fz,7105 aut,7105,aut
3.5,21.29506655689415,Fz,7105 aut,7105,aut
4.0,12.57544191790095,Fz,7105 aut,7105,aut
4.5,7.504188705691818,Fz,7105 aut,7105,aut
5.0,9.930289364304732,Fz,7105 aut,7105,aut
5.5,15.945873812802267,Fz,7105 aut,7105,aut
6.0,19.003073192479466,Fz,7105 aut,7105,aut
6.5,15.195309723586712,Fz,7105 aut,7105,aut
7.0,9.576220929795847,Fz,7105 aut,7105,aut
7.5,6.943736820339575,Fz,7105 aut,7105,aut
8.0,8.212843229869014,Fz,7105 aut,7105,aut
8.5,9.015646563600985,Fz,7105 aut,7105,aut
9.0,7.763323093152665,Fz,7105 aut,7105,aut
9.5,4.962162301493875,Fz,7105 aut,7105,aut
10.0,3.5428306437136485,Fz,7105 aut,7105,aut
10.5,5.167472455138952,Fz,7105 aut,7105,aut
11.0,6.676794501818294,Fz,7105 aut,7105,aut
11.5,6.757525425058565,Fz,7105 aut,7105,aut
12.0,4.983279589926292,Fz,7105 aut,7105,aut
12.5,3.1887915786145076,Fz,7105 aut,7105,aut
13.0,2.1481443959216495,Fz,7105 aut,7105,aut
